Time,Close,Result,Signal
2018-03-22T23:59:59+08:00,9.97E-04,0E+00,0
2018-03-23T23:59:59+08:00,9.16E-04,0E+00,0
2018-03-24T23:59:59+08:00,9.88E-04,0E+00,0
2018-03-25T23:59:59+08:00,1.091E-03,0E+00,0
2018-03-26T23:59:59+08:00,9.8E-04,0E+00,0
2018-03-27T23:59:59+08:00,9.17E-04,4.0697674418604635E+01,0
2018-03-28T23:59:59+08:00,9.88E-04,5.857142857142856E+01,0
2018-03-29T23:59:59+08:00,8.83E-04,3.841059602649007E+01,0
2018-03-30T23:59:59+08:00,9.63E-04,3.5116279069767444E+01,0
2018-03-31T23:59:59+08:00,8.45E-04,3.455377574370709E+01,0
2018-04-01T23:59:59+08:00,7.87E-04,3.495370370370371E+01,0
2018-04-02T23:59:59+08:00,8.1E-04,2.6822916666666657E+01,-1
2018-04-03T23:59:59+08:00,8.54E-04,4.55108359133127E+01,0
2018-04-04T23:59:59+08:00,8.38E-04,2.5868725868725875E+01,-1
2018-04-05T23:59:59+08:00,7.54E-04,2.977777777777777E+01,0
2018-04-06T23:59:59+08:00,7.38E-04,3.6612021857923494E+01,0
2018-04-07T23:59:59+08:00,7.95E-04,4.654377880184333E+01,0
2018-04-08T23:59:59+08:00,7.69E-04,2.8643216080402E+01,0
2018-04-09T23:59:59+08:00,7.13E-04,2.3849372384937226E+01,-1
2018-04-10T23:59:59+08:00,7.35E-04,4.463276836158191E+01,0
2018-04-11T23:59:59+08:00,7.21E-04,4.514285714285712E+01,0
2018-04-12T23:59:59+08:00,8.76E-04,6.483516483516483E+01,0
2018-04-13T23:59:59+08:00,8.51E-04,6.507352941176468E+01,0
2018-04-14T23:59:59+08:00,1.178E-03,9.281767955801104E+01,1
2018-04-15T23:59:59+08:00,1.428E-03,9.494163424124513E+01,1
2018-04-16T23:59:59+08:00,1.881E-03,9.793388429752066E+01,1
2018-04-17T23:59:59+08:00,2.632E-03,9.861572535991141E+01,1
2018-04-18T23:59:59+08:00,4.581E-03,1E+02,1
2018-04-19T23:59:59+08:00,4.845E-03,1E+02,1
2018-04-20T23:59:59+08:00,4.812E-03,9.904347826086956E+01,1
2018-04-21T23:59:59+08:00,4.25E-03,8.328182073616185E+01,1
2018-04-22T23:59:59+08:00,4.725E-03,8.187633262260128E+01,1
2018-04-23T23:59:59+08:00,4.86E-03,5.949625595643294E+01,0
2018-04-24T23:59:59+08:00,4.658E-03,4.335465529495378E+01,0
2018-04-25T23:59:59+08:00,4.233E-03,3.3907726514730385E+01,0
2018-04-26T23:59:59+08:00,4.51E-03,5.858652575957728E+01,0
2018-04-27T23:59:59+08:00,4.598E-03,4.436557231588286E+01,0
